synset128_bnf_16x16,117.676,0.403416,16.9962,19.6745,1.31217,49.6613,


synset128_hist_16,85.2228,0.569678,24.9556,26.3383,


synset128_fnb_16,91.2187,0.364515,14.9143,16.7958,


