synset128_hist_16,.,.,.,.,


synset128_bnf_16x16,.,.,.,.,


synset128_hist_16,141.562,2.95204,17.653,21.4212,0.158652,50.1322,


synset128_bnf_16x16,89.1788,2.63299,19.6007,23.5726,


synset128_fnb_16,97.1042,2.83634,19.7616,23.4107,


